age,bio,job,school,anthem_title,anthem_artist,gender,descriptor_text,interest_text,total_photos,desition,longitud,latitud,hash_key,descriptor,interest,city_hashed
22.0,"hi, i'm new here; i'm moral   i'm funny and super nice   i'm looking to make friends and be able to talk to them and make friends   and a serious relationship that makes me laugh and have a good time with him :red_heart:",['NotSpecified'],,,,Man,|Libra|B time texter|Socially active|Non-smoker|Beer|Dog, baking photography disney tattoos,6,2,-2.608743926,39.27555492,9.401523302575736e+17,"['Libra', 'B time texter', 'Socially active', 'Non-smoker', 'Beer', 'Dog']","['Baking', 'Photography', 'Disney', 'Tattoos']",2b89d32d7f230a728f1c96dcf469d501e56284a935716f8ff458c11ab5a8f5ad
21.0,i study biology or at least i try. i'm always willing to have a beer or go out for a snack.   i'm not good at holding conversations but i'm very nice.   average but average.   if you think my cat is ugly i'll break your legs.     insta: nuky,['NotSpecified'],,El Sol,Lil GZ; Hard GZ; Lupita's Friends,Woman,|Virgo|Beer, nature music,4,2,-2.608743926,39.27555492,3.8930902322641695e+18,"['Virgo', 'Beer']","['Nature', 'Music']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,"i answer when i can; i live with things  to meet people to go out with and have some cold beers :cold_face:  i put the laugh because it's the closest thing to valorant..  i just moved to ciu and i'm a little lost..  i've been an atleti fan since i was little, then you get scared haha",['RRPP Discoteca'],Universidad De Castilla La Mancha,Losing It,FISHER,Woman,|Omnivore|Socially active|Occasionally|Non-smoker|Capricorn|All the drinks|In College, league of legends twitch tattoos music soccer,9,2,-2.608743926,39.27555492,3.579786931573024e+17,"['Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Capricorn', 'All the drinks', 'In College']","['League of Legends', 'Twitch', 'Tattoos', 'Music', 'Soccer']",993a9e17b1ebd3413b5f54923d5141a750a3604f7a69fc8ba4e50eee7da7ba00
25.0,i would like to find friends with similar tastes to mine :smiling_face_with_hearts: harry potter; star wars; lord of the rings; otaku (but i laugh in the shower); marvel; dc. geeky stuff uwu. i am also a faithful and loyal girl. i love to travel and i would like to see new places :red_heart::red_heart: madrid :pushpin:-calzada de calatrava:pushpin: i am ;cm. tall.,['Auxiliar de enfermería'],,,,Woman,|Aquarius|Wine|Flexitarian|Dog|Quality time|Mask up|Non-smoker|Bachelors|Video chatter|Socially active|Occasionally, tea music netflix movies,8,2,-2.608743926,39.27555492,6.084576713221652e+18,"['Aquarius', 'Wine', 'Flexitarian', 'Dog', 'Quality time', 'Mask up', 'Non-smoker', 'Bachelors', 'Video chatter', 'Socially active', 'Occasionally']","['Tea', 'Music', 'Netflix', 'Movies']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,hello :),['NotSpecified'],,Peleas Y Melisanda,Javier Krahe,Man,|Wine, second-hand apparel exhibition art,6,2,-2.608743926,39.27555492,-1.1034061274006924e+18,['Wine'],"['Second-hand apparel', 'Exhibition', 'Art']",993a9e17b1ebd3413b5f54923d5141a750a3604f7a69fc8ba4e50eee7da7ba00
29.0,"i'm not a normal guy; i have my virtues and my defects.:zany_face: i love the smell of gasoline; the smell of a new book; the sound of ice, just a hot drink..:winking_face_with_tongue:  get to know me before you judge; not all books are bad because of their cover.:man_shrugging:  p.s. less matches and more talking..i don't bite:smiling_face_with_horns:  lately i've been on instagram more  ",['limpieza at ayuntamiento de porzuna'],ribera del bullaque,Te Felicito,Shakira; Rauw Alejandro,Man,|Leo|Better in person|Non-smoker|Socially active|Mix drinks|Carnivore|Dog|Hh School|Never, music camping tattoos coffee movies,11,2,-2.608743926,39.27555492,2.469029142529822e+18,"['Leo', 'Better in person', 'Non-smoker', 'Socially active', 'Mix drinks', 'Carnivore', 'Dog', 'Hh School', 'Never']","['Music', 'Camping', 'Tattoos', 'Coffee', 'Movies']",3435a9c6d3ecf8a30a21b7bd1e2e4a6fef218f3704aa4cfdc82bf5f6b49d70e8
19.0,:black_heart:,['NotSpecified'],,Tití Me Preguntó,Bad Bunny,Woman,|Cancer|Bad texter|Mix drinks|All the pets|Social smoker, tattoos memes makeup drawing clubbing,3,2,-2.608743926,39.27555492,8.608157110165348e+18,"['Cancer', 'Bad texter', 'Mix drinks', 'All the pets', 'Social smoker']","['Tattoos', 'Memes', 'Makeup', 'Drawing', 'Clubbing']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,"insta:  ;  :video_game::alien_monster::joystick::black_cat::snow-capped_mountain::lab_coat::test_tube: i'm not good at putting things here, better ask :love-you_gesture_light_skin_tone:",['NotSpecified'],,hey you got drugs?,Tove Lo,Man,|Cancer|B time texter|Socially active|Occasionally|Non-smoker|Mix drinks|Carnivore|All the pets, travel movies tattoos music marvel,11,2,-2.608743926,39.27555492,5.1592905599485e+17,"['Cancer', 'B time texter', 'Socially active', 'Occasionally', 'Non-smoker', 'Mix drinks', 'Carnivore', 'All the pets']","['Travel', 'Movies', 'Tattoos', 'Music', 'Marvel']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
20.0,a little bit luckylocky?:strawberry:,['NotSpecified'],,Las Campanitas (Demo Edit),Hermanos Kapiya,Woman,|Aquarius|Phone caller|Mix drinks|Dog|Smoker, outdoors music rave boxing motorcycles,9,2,-2.470542129,41.76394451,2.442821617485925e+18,"['Aquarius', 'Phone caller', 'Mix drinks', 'Dog', 'Smoker']","['Outdoors', 'Music', 'Rave', 'Boxing', 'Motorcycles']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,i'm back! :winking_face_with_tongue:  there are so many adventures out there waiting to be experienced... are you coming? :globe_showing_asia-australia:  future dream creator:flexed_biceps_light_skin_tone:  if you break all the rules you miss all the fun:winking_face_with_tongue:,['Camarera'],Universidad de Valladolid,,,Woman,, 90s kid movies vermut motor sports potato omelette,6,2,-2.470542129,41.76394451,4.703286144390434e+18,[],"['90s Kid', 'Movies', 'Vermut', 'Motor Sports', 'Potato Omelette']",6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
25.0,:camera:,['NotSpecified'],,,,Man,, soccer bar hopping travel binge-watching tv shows potato omelette,9,2,-2.470542129,41.76394451,7.298175368492385e+18,[],"['Soccer', 'Bar Hopping', 'Travel', 'Binge-Watching TV shows', 'Potato Omelette']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,i like to have a beer; go to festivals and laugh  geeky and bisexual :rainbow_flag:  insta:   if you want to know more give me a heart :orange_heart:,['Una Persona Mas at La Vida'],,Zapatillas,El Canto Del Loco,Man,, cooking festivals e-sports,9,2,-2.470542129,41.76394451,-3.501629316020179e+17,[],"['Cooking', 'Festivals', 'E-Sports']",6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
29.0,¿unas cañas? :zany_face:  :camera_with_flash: seelfg :woman_teacher_medium-light_skin_tone:,['NotSpecified'],,,,Woman,|Cancer|Better in person|Omnivore|Socially active|Occasionally|Non-smoker|Beer|Dog,nan,11,2,-2.470542129,41.76394451,1.6784096382111593e+18,"['Cancer', 'Better in person', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Beer', 'Dog']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
42.0,i don't have gold; i won't be able to see the matches without a message. i'm looking for friendship,['auxiliar de enfermería'],,,,Man,|Aries|Pet-free, movies craft beer binge-watching tv shows wine music,4,2,-2.470542129,41.76394451,4.646815681553738e+18,"['Aries', 'Pet-free']","['Movies', 'Craft Beer', 'Binge-Watching TV shows', 'Wine', 'Music']",4a04550d0f0dbe0e12f884c30164a30563995fa9d33f5624074aa3321d4dad8e
20.0,if you want to know just ask :) ,['Diseño de Producto'],,Work Out,J. Cole,Woman,, travel art surfing motorcycles,8,2,-2.470542129,41.76394451,-4.103009100583957e+18,[],"['Travel', 'Art', 'Surfing', 'Motorcycles']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,i like to enjoy my free time :))   i'm a very nice girl :upside-down_face:   i'm not fake please love me :(,['NotSpecified'],University of Valladolid Universidad de Valladolid,,,Woman,, tea netflix travel running extrovert,11,2,-2.470542129,41.76394451,-2.545457876645249e+18,[],"['Tea', 'Netflix', 'Travel', 'Running', 'Extrovert']",6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
21.0,"i'm looking to meet nice people and make plans :smiling_face_with_hearts:  i'm just looking for someone to see aqnhqv with, it's not that difficult.      why do you match and then not talk, human scum?",['Intento de enfermero at Junta de Castilla y León'],Universidad Alfonso X El Sabio,Ay Mamá,Roberta Bandini,Man,|B time texter|Omnivore|Socially active|Occasionally|All the drinks|All the pets|No mask & no distance|Non-smoker|In College, nature environmentalism party animal,9,2,-2.470542129,41.76394451,-4.037646982996577e+18,"['B time texter', 'Omnivore', 'Socially active', 'Occasionally', 'All the drinks', 'All the pets', 'No mask & no distance', 'Non-smoker', 'In College']","['Nature', 'Environmentalism', 'Party Animal']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
26.0,"i am a boy from soria years old... i consider myself a calm person. with character... i like to smile; surround myself with positive people.   i would like to meet a person who has initiative in life, who has goals in life, who wants to get ahead... i like people older than me, with a mentality and clear things...",['NotSpecified'],,Young And Beautiful,Lana Del Rey,Man,|Cancer|B time texter|Socially active|Occasionally|All the drinks|Carnivore|Dog|Smoker when drinking, festivals instagram travel tattoos photography,11,2,-2.470542129,41.76394451,5.492653601515952e+18,"['Cancer', 'B time texter', 'Socially active', 'Occasionally', 'All the drinks', 'Carnivore', 'Dog', 'Smoker when drinking']","['Festivals', 'Instagram', 'Travel', 'Tattoos', 'Photography']",6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
21.0,:venezuela: :united_states: / :spain: tengo  no,['...'],,No Te Enamores,Paloma Mami,Man,|Aries|B time texter|Sober|Socially active|Occasionally|Non-smoker|Pet-free, running art reading crossfit,6,2,-2.470542129,41.76394451,6.36319394632826e+18,"['Aries', 'B time texter', 'Sober', 'Socially active', 'Occasionally', 'Non-smoker', 'Pet-free']","['Running', 'Art', 'Reading', 'Crossfit']",6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
18.0,  for laughs :upside-down_face:,['NotSpecified'],,,,Woman,|Capricorn|B time texter|Socially active|Occasionally|All the drinks|Dog|Smoker, makeup bar hopping netflix wine craft beer,7,2,-2.470542129,41.76394451,-8.571794436392997e+18,"['Capricorn', 'B time texter', 'Socially active', 'Occasionally', 'All the drinks', 'Dog', 'Smoker']","['Makeup', 'Bar Hopping', 'Netflix', 'Wine', 'Craft Beer']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,insta:,['NotSpecified'],Universidad de Valladolid,Mirrors,Justin Timberlake,Man,|Sagittarius|B time texter|Socially active|Non-smoker|All the drinks|Pet-free|In College, comedy outdoors travel wine,7,2,-2.470542129,41.76394451,-5.422994527773008e+18,"['Sagittarius', 'B time texter', 'Socially active', 'Non-smoker', 'All the drinks', 'Pet-free', 'In College']","['Comedy', 'Outdoors', 'Travel', 'Wine']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
30.0,just arrived from malta; after five years ,['NotSpecified'],Dital Media Arts College,,,Woman,|Leo|Better in person|Socially active|Non-smoker|Beer|Flexitarian|Dog|Gym rat|Bachelors, world traveler beach bars foodie tour art,7,2,-2.470542129,41.76394451,-8.628643549848553e+18,"['Leo', 'Better in person', 'Socially active', 'Non-smoker', 'Beer', 'Flexitarian', 'Dog', 'Gym rat', 'Bachelors']","['World Traveler', 'Beach Bars', 'Foodie Tour', 'Art']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
37.0,"nice, simple and humble guy. passionate about engineering and transportation. stubborn and serious when he needs to be and casual when he needs to be. i'm looking for a nice guy; a good person; and intelligent. i don't have much hope for this app; but you who bothered to read this make me change my mind :slightly_smiling_face: ;",['maquinista ferroviario'],University of Zaragoza,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65; Gabry Ponte,Man,|Occasionally|Non-smoker|Masters|Bad texter|Omnivore|Beer,nan,11,2,-2.470542129,41.76394451,4.706430887814445e+18,"['Occasionally', 'Non-smoker', 'Masters', 'Bad texter', 'Omnivore', 'Beer']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,"if nothing saves us from death, at least the love of life.",['NotSpecified'],,Todas Las Promesas,Dasoul,Woman,|Taurus|Better in person|Omnivore|Socially active|Occasionally|All the drinks|All the pets|In Grad School|Smoker when drinking, walking movies dancing coffee bar hopping,6,2,-2.470542129,41.76394451,-6.089955955721999e+18,"['Taurus', 'Better in person', 'Omnivore', 'Socially active', 'Occasionally', 'All the drinks', 'All the pets', 'In Grad School', 'Smoker when drinking']","['Walking', 'Movies', 'Dancing', 'Coffee', 'Bar Hopping']",a38a98128ddfe96e1f2616e84121b4152c3dfbc4cd7a0c4950e1f70ed8335f46
30.0,sevillano en soria. :man_teacher_light_skin_tone:  ,['Profesor'],Universidad de Córdoba,,,Man,|Aquarius|Better in person|Omnivore|Socially active|All the drinks|Pet-free|Gym rat|Masters, walking travel coffee netflix,7,2,-2.470542129,41.76394451,-6.73302476256834e+18,"['Aquarius', 'Better in person', 'Omnivore', 'Socially active', 'All the drinks', 'Pet-free', 'Gym rat', 'Masters']","['Walking', 'Travel', 'Coffee', 'Netflix']",6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
25.0,murcianikæ :lemon:,['NotSpecified'],,Defensa de la Alegría,Los Chikos del Maiz; Sen-K,Woman,|Non-smoker|Socially active|Occasionally|Leo,nan,7,2,-2.470542129,41.76394451,3.643857079621648e+18,"['Non-smoker', 'Socially active', 'Occasionally', 'Leo']",[],bb5e1be8b634c2c16605b4db6497dd8b17911d9b43e467c1917b9c36c4724d89
36.0,art historian   graphic designer    …   books   art   walks   beers   countryside   photography   party   towns   vermouth   …,['NotSpecified'],,,,Man,,nan,7,2,-2.470542129,41.76394451,-5.859355196444079e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
38.0,daydreaming,['NotSpecified'],,,,Man,,nan,4,2,-2.470542129,41.76394451,2.8527163531153976e+18,[],[],6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
23.0,"• she/here  i like to read and write, take walks with my dog ​​and go out with my mistresses; i like anime, fantasy series and kpop; i'm looking to have masters or find a partner; i'm not interested in being your fwb, dom, sub or sugar baby.",['Cuidadora Infantil at Autónomo'],IES Ciudad de Haro,Losing You,WONHO,Woman,|Leo|B time texter|Sober|Omnivore|Socially active|Dog|Introverted|Virtual only|Non-smoker, reading music netflix instagram,11,2,-2.470542129,41.76394451,1.3833663923235453e+17,"['Leo', 'B time texter', 'Sober', 'Omnivore', 'Socially active', 'Dog', 'Introverted', 'Virtual only', 'Non-smoker']","['Reading', 'Music', 'Netflix', 'Instagram']",50535a5aa4c6ed4c374b98b7da45f9b4e8e2ac46b5babf764beb3ec659a65879
26.0,i'm looking for someone who can explain the algorithm of life to me :relieved_face::relieved_face: : :fire:,['NotSpecified'],,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,Man,|Virgo|Better in person|Socially active|Occasionally|Cocktails|Carnivore|Pet-free|Social smoker, comedy netflix reading dancing,6,2,-2.470542129,41.76394451,5.806733636618382e+18,"['Virgo', 'Better in person', 'Socially active', 'Occasionally', 'Cocktails', 'Carnivore', 'Pet-free', 'Social smoker']","['Comedy', 'Netflix', 'Reading', 'Dancing']",6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
36.0,"victor. soriano. if you're not even going to say hello, you'd better turn left.",['NotSpecified'],,,,Man,|Scorpio|All the pets|Bachelors|Smoker,nan,11,2,-2.470542129,41.76394451,-6.815833362720823e+18,"['Scorpio', 'All the pets', 'Bachelors', 'Smoker']",[],6092d6dc685763070f9b868cdd5a5b30cb782d264ab6ad579442d387efe34fd2
21.0,"music lover, animals and languages. i want to make more friends and have some good chats.  ich möchte deutsch üben.  es/en/de/fr",['NotSpecified'],Universidad de Valladolid,,,Woman,,nan,6,2,-2.470542129,41.76394451,-1.8258698259423e+17,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
25.0,to distinguish between what is worth it and who is worth it:crossed_fingers_medium-light_skin_tone: look for the spark and you will find the magic :sparkles: jeenlg:victory_hand_medium-light_skin_tone::call_me_hand_medium-light_skin_tone:,['NotSpecified'],,Closer,The Chainsmokers; Halsey,Woman,|Cancer|B time texter|Wine, nature travel dancing reading,8,2,-2.470542129,41.76394451,3.253219147114269e+17,"['Cancer', 'B time texter', 'Wine']","['Nature', 'Travel', 'Dancing', 'Reading']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,instagram;  :colombia::see-no-evil_monkey:,['NotSpecified'],,,,Woman,|Dog,nan,10,2,-5.988045445,37.38413377,-6.380926023296143e+18,['Dog'],[],96ef9a8c6e0250bade83a62ece762c00fef81c8e623c26006ff78137b7cffe7f
19.0,"i'm more of an insta person than a tinder person, honestly:melting_face: ",['NotSpecified'],,Phillies Prendíos,Luar La L,Man,|Aries|Better in person|Omnivore|Socially active|All the drinks|Pet-free|Never|Smoker, festivals instagram party animal netflix extrovert,5,2,-5.988045445,37.38413377,2.5264868844557025e+18,"['Aries', 'Better in person', 'Omnivore', 'Socially active', 'All the drinks', 'Pet-free', 'Never', 'Smoker']","['Festivals', 'Instagram', 'Party Animal', 'Netflix', 'Extrovert']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
24.0,i like to hang out with people; talk; play video games; watch series..  you can also talk to me on instagram,['NotSpecified'],,,,Man,|Sagittarius|B time texter|Sober|Omnivore|Non-smoker|Socially active|Occasionally|All the pets, twitch drawing anime board games photography,5,2,-5.988045445,37.38413377,-4.994796723415104e+16,"['Sagittarius', 'B time texter', 'Sober', 'Omnivore', 'Non-smoker', 'Socially active', 'Occasionally', 'All the pets']","['Twitch', 'Drawing', 'Anime', 'Board Games', 'Photography']",b29782c805cd2d6b4affdc0f2ae8c7f8f75162098d9bff67e65a543ee96e7a53
26.0,no fwb no casual although i know guys never read profiles only cm (with shoes) small and tiny living in manchester,['NotSpecified'],,,,Woman,|Gemini|Coffee|INFP|Non-smoker|Carnivore|Dog|Masters,nan,9,2,-5.988045445,37.38413377,6.09117585376521e+18,"['Gemini', 'Coffee', 'INFP', 'Non-smoker', 'Carnivore', 'Dog', 'Masters']",[],c9e76039b47f1eda6655085e08e17c4b3764d26206daddb31196010a0765b436
21.0,friendly; cheerful and eager to meet nice and fun people! :smiling_face_with_smiling_eyes:,['NotSpecified'],Antonio De Ulloa,,,Man,|Sagittarius|Better in person|Socially active|Occasionally|Dog, travel outdoors netflix wine sports,7,2,-5.988045445,37.38413377,-2.344206813753188e+18,"['Sagittarius', 'Better in person', 'Socially active', 'Occasionally', 'Dog']","['Travel', 'Outdoors', 'Netflix', 'Wine', 'Sports']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
24.0,"i'm just looking for friendship. if you want something more, please don't even try; you make me fucking lazy.",['NotSpecified'],,,,Woman,|Better in person|Sober|Omnivore|Occasionally|All the pets|Social smoker, travel camping road trips music tattoos,3,2,-5.988045445,37.38413377,-4.4180716961523753e+18,"['Better in person', 'Sober', 'Omnivore', 'Occasionally', 'All the pets', 'Social smoker']","['Travel', 'Camping', 'Road Trips', 'Music', 'Tattoos']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,colombian living in seville emergency doctor,['Physician'],University of Cartagena,Are You Even Real?,James Blake,Woman,|Sagittarius|Better in person|Non-smoker|Vegetarian|Reptile, hiking travel movies coffee,11,2,-5.988045445,37.38413377,-8.468530997104702e+18,"['Sagittarius', 'Better in person', 'Non-smoker', 'Vegetarian', 'Reptile']","['Hiking', 'Travel', 'Movies', 'Coffee']",e158fd943c298151b741000b66f207f04bc36bcd5a3060014d85283e474c1ed7
22.0,cat and series lover:dizzy:  i am happy with very little; a few beers in a nice place and i am the happiest person in the world:victory_hand_medium-light_skin_tone: people with absurd humor fascinate me. laughing at everything goes with me:) i am the father of two kittens and a mastiff that is more bear than dog hahaha so that is included in the pack:paw_prints:  :camera_with_flash:,['NotSpecified'],Universidad de Sevilla,,,Man,|Cat|Socially active|Non-smoker|Cancer|All the drinks|Vegetarian|Better in person, astrology tattoos travel bar hopping memes,8,2,-5.988045445,37.38413377,5.379677402484407e+18,"['Cat', 'Socially active', 'Non-smoker', 'Cancer', 'All the drinks', 'Vegetarian', 'Better in person']","['Astrology', 'Tattoos', 'Travel', 'Bar Hopping', 'Memes']",4ef01b9147a5463397aabc2c32ba9d1ed87ece383c64382a6cf42f2e91e8f9af
21.0,milano/sevilla :italy::spain:,['NotSpecified'],University of Seville Universidad de Sevilla,,,Woman,|Virgo|Cocktails|In College, travel shopping reggaeton dancing gym,6,2,-5.988045445,37.38413377,8.58861147013623e+18,"['Virgo', 'Cocktails', 'In College']","['Travel', 'Shopping', 'Reggaeton', 'Dancing', 'Gym']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,what's my sn? i'm a sn from god you should swipe rht,['NotSpecified'],,Tears Don't Fall,Bullet For My Valentine,Man,|Socially active|Sagittarius|All the drinks|Flexitarian|Pet-free|Smoker, cooking activism camping politics language exchange,9,2,-5.988045445,37.38413377,4.679413882687836e+18,"['Socially active', 'Sagittarius', 'All the drinks', 'Flexitarian', 'Pet-free', 'Smoker']","['Cooking', 'Activism', 'Camping', 'Politics', 'Language Exchange']",e158fd943c298151b741000b66f207f04bc36bcd5a3060014d85283e474c1ed7
24.0,. with a ring and manipulable. i like history; humanities in general and any plan that is by myself. ,['NotSpecified'],,HDA (Historia del Arte),Las Bistecs,Man,|Taurus|Better in person|Occasionally|All the drinks|Social smoker,nan,8,2,-5.988045445,37.38413377,-6.94588884288878e+18,"['Taurus', 'Better in person', 'Occasionally', 'All the drinks', 'Social smoker']",[],e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
23.0,"hi everyone! this is just an attempt at a profile so don't ask too much of me. i just came back from malaga after working for a while. i'm interested in culture (also pop culture); art; cinema; petardeo and baroque. i'm a quiet and fairly transparent guy, although very independent. extra points if you like memes and don't objectify people. easygoing; chill and genuine guy here. quite strahtforward. looking for friends and plans! insta:",['NotSpecified'],University of Seville Universidad de Sevilla,,,Man,|Leo|Better in person|Omnivore|Socially active|Occasionally|Non-smoker|All the drinks|Pet-free|Bachelors, volunteering movies podcasts amateur cook hiking,11,2,-5.988045445,37.38413377,-4.135263113045832e+18,"['Leo', 'Better in person', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'Pet-free', 'Bachelors']","['Volunteering', 'Movies', 'Podcasts', 'Amateur Cook', 'Hiking']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
31.0,"what is a fish in the cinema? well, a mere spectator.. :squinting_face_with_tongue:  a boy looking to meet new people.",['NotSpecified'],Universidad de Sevilla,Que hablen de mí,Pastora Soler,Man,|Libra|B time texter|Socially active|Occasionally|Non-smoker|All the drinks|Pet-free|Bachelors|Carnivore, movies netflix music foodie tour,8,2,-5.988045445,37.38413377,1.6021471228556403e+18,"['Libra', 'B time texter', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'Pet-free', 'Bachelors', 'Carnivore']","['Movies', 'Netflix', 'Music', 'Foodie Tour']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
21.0,antoniodtoro,['NotSpecified'],,,,Man,,nan,8,2,-5.988045445,37.38413377,-1.9932770990590367e+18,[],[],e158fd943c298151b741000b66f207f04bc36bcd5a3060014d85283e474c1ed7
24.0,"i don't know what i'm doing here, but what i do know is that i'm not here to get followers on instagram.",['NotSpecified'],,,,Woman,|Cat|Non-smoker|Scorpio|Gym rat|Bachelors|Better in person, cycling running coffee dancing crossfit,7,2,-5.988045445,37.38413377,4.961647609371928e+18,"['Cat', 'Non-smoker', 'Scorpio', 'Gym rat', 'Bachelors', 'Better in person']","['Cycling', 'Running', 'Coffee', 'Dancing', 'Crossfit']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,studying abroad in sevilla!,['Student'],University of Georgia,,,Woman,, sports travel walking,5,2,-5.988045445,37.38413377,5.526213470982608e+18,[],"['Sports', 'Travel', 'Walking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
38.0,the sweet life.,['Escritor y conferenciante'],IE University IE Universidad,,,Man,|Sagittarius|Better in person|Occasionally|PhD|Non-smoker|Beer, travel movies running theater,6,2,-5.988045445,37.38413377,-4.417373816374758e+17,"['Sagittarius', 'Better in person', 'Occasionally', 'PhD', 'Non-smoker', 'Beer']","['Travel', 'Movies', 'Running', 'Theater']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
19.0,any cool plans :italy:/:dominican_republic: best insta,['NotSpecified'],,Out of Time,The Weeknd,Woman,|Better in person|Omnivore|Socially active|Occasionally|Cocktails|In College, language exchange sports art dancing active lifestyle,7,2,-5.988045445,37.38413377,6.111384570353215e+18,"['Better in person', 'Omnivore', 'Socially active', 'Occasionally', 'Cocktails', 'In College']","['Language Exchange', 'Sports', 'Art', 'Dancing', 'Active Lifestyle']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
20.0,yes; that's my real name *,['NotSpecified'],,Acéptalo (feat. Javielito & Polimá Westcoast),Yung Beef; Pipo Beatz; Javielito; Polimá Westcoast,Woman,|Gemini|Better in person|Cat|Beer|In College|Smoker, reading coffee music second-hand apparel travel,11,2,-5.988045445,37.38413377,3.8781952350878177e+18,"['Gemini', 'Better in person', 'Cat', 'Beer', 'In College', 'Smoker']","['Reading', 'Coffee', 'Music', 'Second-hand apparel', 'Travel']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
32.0,. cm /  kg / activo-top:up_arrow::no_smoking: :round_pushpin:formentera / ibiza; spain :spain: :airplane: flht attendant :globe_showing_americas:world traveller :camera_with_flash:   *send me dm on instagram. *contestó más rápido por instagram!!,['Flht Attendant'],,,,Man,|Non-smoker,nan,10,2,-5.988045445,37.38413377,2.540810867856554e+18,['Non-smoker'],[],efe07d6d2812381fba7b2b78112ae7388c4bc6259c18ad812dc38693dce79d55
22.0,the best warehouse boy in all of andalusia; i have no proof but no doubts either. shaved head as a lifestyle; and with what i save on shampoo you can not only steal my sweatshirts but also hats and caps  i may not be a genius but i like to talk about everything; i may not be karlos arguiñano but i can cook anything and i may not be willy fog but i like to go everywhere  the dog is not mine but i love it like a son  if you have pets; you like beer and chill out plans you have me won over,['NotSpecified'],,Short Change Hero,The Heavy,Man,, movies music gym active lifestyle tattoos,8,2,-5.988045445,37.38413377,-5.984249150748127e+18,[],"['Movies', 'Music', 'Gym', 'Active Lifestyle', 'Tattoos']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
