age,bio,job,school,anthem_title,anthem_artist,gender,descriptor_text,interest_text,total_photos,desition,longitud,latitud,hash_key,descriptor,interest,city_hashed
20,Demasiado tímida hasta que cojo confianza🙃😊,['NotSpecified'],,,,['Woman'],|Non-smoker|Taurus,|Tattoos|Dancing|Netflix|Music,10,2,-2.608743926,39.27555492,1117413084683181328,"['Non-smoker', 'Taurus']","['Tattoos', 'Dancing', 'Netflix', 'Music']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20,Vengo de Costa Rica🇨🇷||Soy nuevo en la zona así que busco conocer gente; desplazarme de un lugar a otro no es problema porque así hago turismo 😌||Do palabras de mi país a cada rato así que nos podemos reír de los choques culturales 🙃||La segunda foto es una liebre que estoy cuidando; ayuda 🤠||,['NotSpecified'],Universidad Complutense de Madrid,Fiesta Pagana,Mägo de Oz,['Man'],|Taurus|Better in person|Omnivore|Socially active|Occasionally|Non-smoker|All the drinks|All the pets|In College,|Netflix|Movies|Travel|Ramen|Hiking,6,2,-2.608743926,39.27555492,8011730516193416308,"['Taurus', 'Better in person', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'All the pets', 'In College']","['Netflix', 'Movies', 'Travel', 'Ramen', 'Hiking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23,MI  ✨,['NotSpecified'],,,,['Man'],|Non-smoker|Cancer|Dog,,5,2,-2.608743926,39.27555492,-8522001176563048909,"['Non-smoker', 'Cancer', 'Dog']",[],502862784b70a59455e3d515c19ffd97b721542268870bdd2457bd05afee9260
24,ual me pillas en el parque con una litrona; que vestida de blanco en un hospital 💉||Viajes; terraceo; unas shishas...||Te gusta la cerveza?? Porque puedo tirarte la caña ||Si tienes mascota probablemente la quiera más que a ti 🐶||Un poco tatuada 🤷🏻‍♀️ adivinas cuantos tattoos tengo??||Háblame; que no muerdo... o si 😜|,['NotSpecified'],,,,['NotSpecified'],|Libra|Better in person|Beer|Dog,|Travel|Tattoos|Netflix|Festivals|Beach Bars,11,2,-2.608743926,39.27555492,-4442833137226198285,"['Libra', 'Better in person', 'Beer', 'Dog']","['Travel', 'Tattoos', 'Netflix', 'Festivals', 'Beach Bars']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
24,Hola soy nuevo||Pero nuevo en tinder no nuevo de que acabo de nacer,['psicólogo'],Universidad Europea de Valencia,Heroes - 2017 Remaster,David Bowie,['Man'],|Taurus|Beer|Dog|Masters,|Movies|Netflix|Art,8,2,-2.608743926,39.27555492,-2236895520453927095,"['Taurus', 'Beer', 'Dog', 'Masters']","['Movies', 'Netflix', 'Art']",d5628218065ee4c0487e8bf47fd8a83b0e2765afdb191357d5b71a91a8890f21
22,Busco conectar con alguien más allá de lo físico✨ (Si vas a lo que vas; no hagas match)|Humilde; dulce; cariñosa; risueña; algo tímida y graciosa. |Adoro la fotografía; mirar el cielo y dormir✨,['NotSpecified'],,,,['Woman'],|Non-smoker|Taurus|B time texter|Omnivore|Socially active|Occasionally|All the drinks|Pet-free,|Music|Photography|Netflix|Instagram,11,2,-2.608743926,39.27555492,1861193386177555997,"['Non-smoker', 'Taurus', 'B time texter', 'Omnivore', 'Socially active', 'Occasionally', 'All the drinks', 'Pet-free']","['Music', 'Photography', 'Netflix', 'Instagram']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
48,Legal; sincero; morboso; simpático ;si eres casado; en pareja; barba; perilla; bote un plus aunque no descarto nada ni a nadie.Me gusta las videollamadas.,['Encargado de mantenimiento at Ayto'],uno,,,['Man'],|Scorpio|B time texter|Socially active|Occasionally|Non-smoker|All the drinks|Dog|Bachelors,|Bar Hopping|Party Animal|Sports|Movies|Hiking,3,2,-2.608743926,39.27555492,5860174908939653686,"['Scorpio', 'B time texter', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'Dog', 'Bachelors']","['Bar Hopping', 'Party Animal', 'Sports', 'Movies', 'Hiking']",46016acb91fcf82286224dbecb55f0f40ecbfd70eb3ef3742ad243af744b840e
27,Soy Concha; entro||,['Interiorista at Arcomobel'],Interiorista,Por si,Miss Caffeina,['Man'],|Cancer|Better in person|Omnivore|Socially active|Occasionally|Non-smoker|Beer|Pet-free,|Walking|Festivals|Instagram|Travel,8,2,-2.608743926,39.27555492,4607264776087616397,"['Cancer', 'Better in person', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Beer', 'Pet-free']","['Walking', 'Festivals', 'Instagram', 'Travel']",3f74e2bad3a01e99654f2941a045a0f0512e6b995d4007004c0fccf98ee9a0e5
28,💀,['NotSpecified'],Ssss,,,['NotSpecified'],,,6,2,-2.608743926,39.27555492,-8579379527348378221,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22,Nuevo en Valencia,['ingeniero informático'],Also went to Universidad de Castilla-La Mancha,,,['Man'],|B time texter|Socially active|Non-smoker|Strahtedge|Dog|Gym rat|Sagittarius,|E-Sports|Sports|Netflix,5,2,-2.608743926,39.27555492,1519802756648708553,"['B time texter', 'Socially active', 'Non-smoker', 'Strahtedge', 'Dog', 'Gym rat', 'Sagittarius']","['E-Sports', 'Sports', 'Netflix']",d5628218065ee4c0487e8bf47fd8a83b0e2765afdb191357d5b71a91a8890f21
24,Fitness 💖 . Instagram( ) ❤,['NotSpecified'],,,,['NotSpecified'],|Socially active|Non-smoker|Gemini|Wine|Gym rat|I don't drink|B time texter,|Photography|Sports|Dancing|Tattoos|Crossfit,7,2,-2.608743926,39.27555492,3169063378920252846,"['Socially active', 'Non-smoker', 'Gemini', 'Wine', 'Gym rat', ""I don't drink"", 'B time texter']","['Photography', 'Sports', 'Dancing', 'Tattoos', 'Crossfit']",5322fa874aeaa645a8913d31f7f9258c43791a8bd81a969aa3d2b91422d06cc1
19,Amante de escuchar musica; de harry potter y del atm.🏧🤙🏼|Busco gente normal…🙄,['NotSpecified'],,Consentia,DELLAFUENTE,['NotSpecified'],|Aquarius|B time texter|Socially active|Occasionally|All the drinks|Pet-free,|Wine|Disney|Netflix|TikTok|Music,6,2,-2.608743926,39.27555492,-5607188985696065941,"['Aquarius', 'B time texter', 'Socially active', 'Occasionally', 'All the drinks', 'Pet-free']","['Wine', 'Disney', 'Netflix', 'TikTok', 'Music']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19,Un vinito? :)||En vd no salgo del chándal,['NotSpecified'],,,,['Woman'],|Scorpio|Better in person|All the drinks,|Nature|Movies|Travel|Party Animal|Art,7,2,-2.608743926,39.27555492,-8247183214391044394,"['Scorpio', 'Better in person', 'All the drinks']","['Nature', 'Movies', 'Travel', 'Party Animal', 'Art']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
23,Soy actor en paro; como casi todos los actores.|Nunca fui moderno.|Tenéis el ego increíblemente alto.|Bisexual porque perreo pa los nenes y perreo pa las nenas|👉👈,['NotSpecified'],Universidad Rey Juan Carlos,CORALINE,Måneskin,['Man'],|Capricorn|B time texter|Omnivore|Occasionally|Socially active|Beer|All the pets|In College|Smoker,|Movies|Art|Politics|Reading,9,2,-2.608743926,39.27555492,-6237791296924989136,"['Capricorn', 'B time texter', 'Omnivore', 'Occasionally', 'Socially active', 'Beer', 'All the pets', 'In College', 'Smoker']","['Movies', 'Art', 'Politics', 'Reading']",18ced6e7d714cc43a0759968a3a16ad571cebcf4dc48fe0a3b94576565b08a64
26,Good vibing ☀️,['NotSpecified'],,Pienso en Aquella Tarde,Pereza,['Woman'],|Non-smoker|Sagittarius|Beer|Masters,|Outdoors|Bar Hopping|90s Kid|Concerts|Hiking,3,2,-2.608743926,39.27555492,5102903240642312498,"['Non-smoker', 'Sagittarius', 'Beer', 'Masters']","['Outdoors', 'Bar Hopping', '90s Kid', 'Concerts', 'Hiking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
27,Aquí a ver qué pasa; hablarme pa un litreo mi gente,['NotSpecified'],,,,['NotSpecified'],,,5,2,-2.608743926,39.27555492,3302253610754203101,[],[],e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
35,Masculino; discreto.,['NotSpecified'],,Como un animal,Amaral,['NotSpecified'],|Bad texter|Occasionally|Non-smoker|Socially active|Beer|Pet-free,|Nature|Music|Wine|Hiking,3,2,-2.608743926,39.27555492,8773157147057442657,"['Bad texter', 'Occasionally', 'Non-smoker', 'Socially active', 'Beer', 'Pet-free']","['Nature', 'Music', 'Wine', 'Hiking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22,No tengo insta; no preguntes.||Albacete 🤍||Yo te dedique una de romeo pa’ ver si empezamos la aventura 🎶,['NotSpecified'],,If You See Us In The Club,NEXON,['Woman'],|Pisces|Better in person|Occasionally|Mix drinks|Off the grid,,11,2,-2.608743926,39.27555492,-5956046876579947169,"['Pisces', 'Better in person', 'Occasionally', 'Mix drinks', 'Off the grid']",[],5054b49ef192ce38aedf2476bb9ca338d3823acbf8d99bdde41496fc22f29a1e
19,Amante del arte en todas sus expresiones; las conversaciones profundas y las pequeñas cosas que mueven el alma :),['NotSpecified'],,Lo Real,Hard GZ; Nikone; Dualy,['Woman'],|Leo|Better in person|Socially active|Occasionally|Non-smoker|Beer|Vegetarian|Dog,|Reading|Netflix|Coffee|Music,8,2,-2.608743926,39.27555492,-8037794386061077192,"['Leo', 'Better in person', 'Socially active', 'Occasionally', 'Non-smoker', 'Beer', 'Vegetarian', 'Dog']","['Reading', 'Netflix', 'Coffee', 'Music']",a6739275dfc6aaf569c063baa6c85df686c0bea758e883fefded439714a916bb
27,Veamos que pasa,['NotSpecified'],,,,['NotSpecified'],|Socially active|All the drinks|Better in person,|Nature|Netflix|Politics|Outdoors,3,2,-2.608743926,39.27555492,-5508250670980786603,"['Socially active', 'All the drinks', 'Better in person']","['Nature', 'Netflix', 'Politics', 'Outdoors']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
25,Curly 🍃 |Mitad fisioterapeuta 🤗 y mitad scout 🏕️|Mitad de cerveza y mitad de vinos|100% de perros |Bachatita |Guitarrita y sol ||De 1'73 para arriba 🚀||Jugamos al tienes pinta de? |||Si hacemos match te toca empezar a hablar 😉,['NotSpecified'],,Feeling Good,Nina Simone,['NotSpecified'],|Aries|B time texter|Omnivore|Socially active|Occasionally|Non-smoker|All the drinks|Dog|Masters,|Outdoors|Craft Beer|World Traveler|Dancing,11,2,-2.608743926,39.27555492,8795302319679041539,"['Aries', 'B time texter', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'Dog', 'Masters']","['Outdoors', 'Craft Beer', 'World Traveler', 'Dancing']",5054b49ef192ce38aedf2476bb9ca338d3823acbf8d99bdde41496fc22f29a1e
24,Seriedad y buen rollo 🤙🏼|Adicto al café y los buenos momentos (con café; por supuesto)|🇪🇸,['NotSpecified'],Universidad Laboral Albacete,SUTRA,Sebastian Yatra; Dalmata,['NotSpecified'],,|Coffee|Tattoos|Travel|Shopping,10,2,-2.608743926,39.27555492,-5745946183476196795,[],"['Coffee', 'Tattoos', 'Travel', 'Shopping']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22,I can play n*ggas in Paris on the banjo. ||Take me out for further questions on that topic. ||Gemini 🥸||I have a kitten named azula!,['Teacher'],University of Southern Maine,Baguettes (feat. Gunna),Smokepurpp; Gunna,['NotSpecified'],|Gemini|Better in person|Cat|Socially active|Occasionally|Wine|Halal|Bachelors|Social smoker,|Skiing|Travel|Movies|Fashion|Art,7,2,-2.608743926,39.27555492,7817975458489103123,"['Gemini', 'Better in person', 'Cat', 'Socially active', 'Occasionally', 'Wine', 'Halal', 'Bachelors', 'Social smoker']","['Skiing', 'Travel', 'Movies', 'Fashion', 'Art']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
53,Adorador de mujeres. Me encantan los cuerpos femeninos de todas las clases y edades; mirarlos tocarlos; lamerlos; etc; etc.|Haré todo lo que tú me pidas; obedecerle a todos tus caprichos y después seré una tumba; discreción y respeto mutuo son primordiales.|Si soy lo que necesitas dame un match; si no dale a la cruz.,['NotSpecified'],Ya estudié bastante,Cadillac solitario,Loquillo,['NotSpecified'],|Leo|Better in person|Occasionally|Non-smoker|All the drinks|Carnivore|Pet-free|Off the grid|Hh School,,4,2,-2.608743926,39.27555492,-152217351776810626,"['Leo', 'Better in person', 'Occasionally', 'Non-smoker', 'All the drinks', 'Carnivore', 'Pet-free', 'Off the grid', 'Hh School']",[],5054b49ef192ce38aedf2476bb9ca338d3823acbf8d99bdde41496fc22f29a1e
33,Una chica que te será difícil de olvidar; solo diré eso....,['Jefa de todo at La Tuya'],Also went to Universidad de Castilla-La Mancha,,,['NotSpecified'],|B time texter|Socially active|Occasionally|Non-smoker|Cocktails|Flexitarian|Pet-free|Bachelors|Scorpio,|Dancing|Travel|Tattoos|Road Trips|Disney,11,2,-2.608743926,39.27555492,2212436002248104212,"['B time texter', 'Socially active', 'Occasionally', 'Non-smoker', 'Cocktails', 'Flexitarian', 'Pet-free', 'Bachelors', 'Scorpio']","['Dancing', 'Travel', 'Tattoos', 'Road Trips', 'Disney']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24,No quiero llegar a vieja y decir que hubiera pasado si..,['tes'],uclm,Algodón de azúcar,Chema Rivas,['NotSpecified'],|Capricorn|Bad texter|Omnivore|Socially active|Occasionally|Wine|Dog|In College|Smoker,|Instagram|Hiking|Coffee|Mountains|Cooking,9,2,-2.608743926,39.27555492,5404767142910180705,"['Capricorn', 'Bad texter', 'Omnivore', 'Socially active', 'Occasionally', 'Wine', 'Dog', 'In College', 'Smoker']","['Instagram', 'Hiking', 'Coffee', 'Mountains', 'Cooking']",5322fa874aeaa645a8913d31f7f9258c43791a8bd81a969aa3d2b91422d06cc1
18,🏳️‍🌈|Me encantan los gatos; dato importante |Si podemos quedar de chill a fumar eres mi persona,['NotSpecified'],,Damelo,Kaze,['NotSpecified'],|Sagittarius|Better in person|All the drinks|Smoker,|Movies|Party Animal|Picnicking|Music|Fashion,11,2,-2.608743926,39.27555492,-547410831041638809,"['Sagittarius', 'Better in person', 'All the drinks', 'Smoker']","['Movies', 'Party Animal', 'Picnicking', 'Music', 'Fashion']",5054b49ef192ce38aedf2476bb9ca338d3823acbf8d99bdde41496fc22f29a1e
32,Si vas hace MATCH Y NO HABLAS AHORRATELO😉Chico con ganas de conocer gente que sume si te es mas fácil hablame por instagram😘 y te cnt cuando puedo 😊,['NotSpecified'],,,,['NotSpecified'],|B time texter|Socially active|Libra|Beer|Carnivore|Pet-free|Gym rat|Hh School|Smoker when drinking,|Instagram|Music|Working out,5,2,-2.608743926,39.27555492,-628487063897254328,"['B time texter', 'Socially active', 'Libra', 'Beer', 'Carnivore', 'Pet-free', 'Gym rat', 'Hh School', 'Smoker when drinking']","['Instagram', 'Music', 'Working out']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26,May delete it soon so hurry up,['NotSpecified'],,,,['NotSpecified'],,|Festivals|Travel|Language Exchange,4,2,-2.608743926,39.27555492,8948844669914348084,[],"['Festivals', 'Travel', 'Language Exchange']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22,Ah veces hago lo que quiero y me va bien.|¿Tan difícil es conocer a gente interesante?,['NotSpecified'],,Dakiti,Bad Bunny; Jhay Cortez,['Man'],,|Tattoos|Vlogging|Road Trips|Photography|Movies,11,2,-2.608743926,39.27555492,-1180307799458334693,[],"['Tattoos', 'Vlogging', 'Road Trips', 'Photography', 'Movies']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
30,🇪🇦🇬🇧🇨🇵,['NotSpecified'],,Madness,Muse,['Man'],,|BBQ|Photography|Outdoors,8,2,-2.608743926,39.27555492,5889984061222455103,[],"['BBQ', 'Photography', 'Outdoors']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
25,Soy un desastre pero ordenado. Lo prometo.,['NotSpecified'],Universitat De València,,,['NotSpecified'],,,7,2,-2.608743926,39.27555492,-4947094966549238870,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23,Quiero ir a misa (100% real) ||,['NotSpecified'],,,,['Man'],|Occasionally|Gemini,,7,2,-2.608743926,39.27555492,1444101165947708643,"['Occasionally', 'Gemini']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22,Erasmus 🇵🇪 - UCLM 🇪🇦,['NotSpecified'],UCLM,,,['Man'],|Non-smoker|Omnivore|Sagittarius|Pet-free|In College,|Binge-Watching TV shows|Netflix|Clubbing|Language Exchange|Podcasts,5,2,-2.608743926,39.27555492,366327148023633658,"['Non-smoker', 'Omnivore', 'Sagittarius', 'Pet-free', 'In College']","['Binge-Watching TV shows', 'Netflix', 'Clubbing', 'Language Exchange', 'Podcasts']",5322fa874aeaa645a8913d31f7f9258c43791a8bd81a969aa3d2b91422d06cc1
18,Soy fiestera.😝|mis vibras: ☀️🌸🌻🌼|,['NotSpecified'],Universidad Europea de Madrid,,,['Woman'],|Sagittarius|Better in person|Omnivore|Occasionally|Wine|Dog|Influencer status|In College|Smoker,|Town Festivities|Party Animal|Shopping|Clubbing|Netflix,9,2,-2.608743926,39.27555492,-3250094074925825827,"['Sagittarius', 'Better in person', 'Omnivore', 'Occasionally', 'Wine', 'Dog', 'Influencer status', 'In College', 'Smoker']","['Town Festivities', 'Party Animal', 'Shopping', 'Clubbing', 'Netflix']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
22,Geek 🇯🇵.|Me gustaría ir a Nueva Orleans pero soy pobre.|Cat mom.,['NotSpecified'],Also went to Universidad de Castilla-La Mancha,Thunderous,Stray Kids,['NotSpecified'],|Better in person|Cocktails|Social smoker,|Movies|Coffee|Picnicking|Road Trips,9,2,-2.608743926,39.27555492,-4644804826746839210,"['Better in person', 'Cocktails', 'Social smoker']","['Movies', 'Coffee', 'Picnicking', 'Road Trips']",5054b49ef192ce38aedf2476bb9ca338d3823acbf8d99bdde41496fc22f29a1e
33,📍Barcelona 🇪🇦 in a Master 👨‍⚕️|👶 Lima Perú 🇵🇪||✈️Madrid 7-10 July |✈️Copenhague 12-15 August ||Sin ningún plan pero con muy buen animo! | ❤️🧡💛💚💙💜||Que tu intelencia sea tu mejor carta de presentación! 🌟✨||💢Insta: ||#Medico👨‍⚕️|#Bottom🍑|#Viajero✈️|#Baile🕺,['Medico at Master en Endocrinologia Pediatrica'],Universidad Autonoma de Barcelona,,,['NotSpecified'],|Non-smoker|Leo|Dog,|Dancing|Travel|Shopping|Photography|Instagram,20,2,-2.608743926,39.27555492,-2534685784696152135,"['Non-smoker', 'Leo', 'Dog']","['Dancing', 'Travel', 'Shopping', 'Photography', 'Instagram']",5760b28e45e08e3f689d36225fd2b48319864bccc524203f546dba2a6b077b8e
24,Isma.jdc,['NotSpecified'],,,,['NotSpecified'],,|Museum|Reading|Travel|Art|Exhibition,6,2,-2.608743926,39.27555492,2107398050157519942,[],"['Museum', 'Reading', 'Travel', 'Art', 'Exhibition']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
42,Si NO estás verificad@ dudaré de ti; y si no estás dispuest@ a hacerlo tendremos que hacer videollamada. Si no estás de acuerdo NEXT. |Vivo en Murcia. 100% española y sí....esa es mi edad !!|No busco; mejor encontrar lo que vaya pasando no ? |No contesto a preguntas que ya están las respuestas aquí.| Un yogurt siempre hace,['NotSpecified'],,,,['NotSpecified'],,|DIY|Netflix,8,2,-2.608743926,39.27555492,-5924523527234266859,[],"['DIY', 'Netflix']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21,Tengo 19,['NotSpecified'],,Churchill Downs (feat. Drake),Jack Harlow; Drake,['NotSpecified'],|Bad texter|Cat|Pescatarian|Off the grid|Never|In College|Smoker,,5,2,-2.608743926,39.27555492,-4195258251453491688,"['Bad texter', 'Cat', 'Pescatarian', 'Off the grid', 'Never', 'In College', 'Smoker']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26,Entrare al valhalla bebiendo kalimotxo🔥|🔥ElfoDelPutoInfierno🔥|Todas las criaturas de este mundo mueren solas.🐰|♈Völva♐🔥|Naturaleza🍃 |Sólo colegueo motherfuckers🤘|Rav3 øN👽🔊|Mitologia|Freyja/Eir |Gatimotxo🍷|Rap&punk&metal,['NotSpecified'],,Streetshark,Nadal015,['Woman'],|Cat|Sagittarius|Wine|Vegetarian,|Travel|Camping|Tattoos|DIY,10,2,-2.608743926,39.27555492,-8138565862015120900,"['Cat', 'Sagittarius', 'Wine', 'Vegetarian']","['Travel', 'Camping', 'Tattoos', 'DIY']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
29,Madrid mudada al Sur |CLM|Empresaria; por trabajo y por estilo de vida.|Mejor instagram esto no le hago mucho caso ||Se la energía que quieres atraer,['Asesora financiera'],Uclm,,,['NotSpecified'],,|Environmentalism|Outdoors|Extrovert|Wine|Travel,10,2,-2.608743926,39.27555492,-3372561791148200038,[],"['Environmentalism', 'Outdoors', 'Extrovert', 'Wine', 'Travel']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
33,Una buena ortografía enamora 😍||Escapadas; viajes; natación; música electrónica son algunas de mis aficiones; pero aún hay más! 😉,['Administrativa'],,,,['Woman'],|Occasionally|Non-smoker|Pisces|Wine|Dog|In College,|Photography|Walking|Swimming|Electronic Music|Netflix,8,2,-2.608743926,39.27555492,5188929832671948670,"['Occasionally', 'Non-smoker', 'Pisces', 'Wine', 'Dog', 'In College']","['Photography', 'Walking', 'Swimming', 'Electronic Music', 'Netflix']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24,Veterinaria o algo de eso||Postu pero no mucho||🍻?|||,['NotSpecified'],Universidad de Murcia,Underground Kings,Natos y Waor,['NotSpecified'],|Pisces|Better in person|Beer,|Netflix|Music|Travel|Coffee,8,2,-2.608743926,39.27555492,6999691255927346995,"['Pisces', 'Better in person', 'Beer']","['Netflix', 'Music', 'Travel', 'Coffee']",333bc262de1b9f0cde978651e5d7bf5285ae0cc633e7d616492495c4aa8556a4
19,Soy una chica tímida; pero cuando cojo confianza estoy un poco loca(según mis mejores amos estoy como una cabra). Me gustan los planes tranquilos como ver Netflix pero también salir de fiesta; leer y el anime (si te gusta Naruto +100 puntos). Me gustaría viajar prácticamente a todos los rincones del mundo. Si quieres conocerme más no dudes en hablarme; esto es solo un 0;0001% de mí.,['Cocinera'],IES Isabel Perillan y Quiros,Disparos,Dani Fernández,['NotSpecified'],|Non-smoker|Socially active|Scorpio|All the drinks|Pet-free|In Grad School|Better in person,|Music|Reading|Netflix|Art|Movies,8,2,-2.608743926,39.27555492,-6807603478858737695,"['Non-smoker', 'Socially active', 'Scorpio', 'All the drinks', 'Pet-free', 'In Grad School', 'Better in person']","['Music', 'Reading', 'Netflix', 'Art', 'Movies']",29d98a61b8b9efdde366ba2c31ec383771db43b62b762c4cb852681b583d0c0a
23,Farmacia y bares; esa es mi vida.,['Cachimbera y camarera at Shishab'],,,,['NotSpecified'],|Aquarius|Better in person|Cat|Occasionally|Wine|Carnivore|Influencer status,|Travel|Party Animal|Bar Hopping|Art Galleries|Photography,7,2,-2.608743926,39.27555492,-1111996961931417991,"['Aquarius', 'Better in person', 'Cat', 'Occasionally', 'Wine', 'Carnivore', 'Influencer status']","['Travel', 'Party Animal', 'Bar Hopping', 'Art Galleries', 'Photography']",5322fa874aeaa645a8913d31f7f9258c43791a8bd81a969aa3d2b91422d06cc1
20,Me gusta el Colacao frío y Taylor Swift |Soy bastante cortado; si no te hablo es por que me da vergüenza 👉🏽👈🏽|,['NotSpecified'],,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,['Man'],|Socially active|Cancer|All the drinks|Smoker,|Museum|Tattoos|Instagram|Coffee|Netflix,7,2,-2.608743926,39.27555492,-3365338240181712207,"['Socially active', 'Cancer', 'All the drinks', 'Smoker']","['Museum', 'Tattoos', 'Instagram', 'Coffee', 'Netflix']",34ecc952233d0a8a20278ce002ed4eddda1e7475b229ce39c7f75dcb04ae5623
19,Si queréis mi insta; habladme,['NotSpecified'],,,,['NotSpecified'],|B time texter|Socially active|Occasionally|Carnivore|Dog|Smoker|Cancer,|Instagram|Travel|Sports|Soccer,3,2,-2.608743926,39.27555492,2436718907180310418,"['B time texter', 'Socially active', 'Occasionally', 'Carnivore', 'Dog', 'Smoker', 'Cancer']","['Instagram', 'Travel', 'Sports', 'Soccer']",993a9e17b1ebd3413b5f54923d5141a750a3604f7a69fc8ba4e50eee7da7ba00
23,Más transparente de lo que me gustaría 🫠|Cariñosa selectiva y lo mismo con la simpatía; vamos; todo un partidazo 😂|Me gusta la naturaleza; los atardeceres; los tulipanes y el frío 😊,['Administrativa'],Universidad Nacional de Educación a Distancia,,,['Woman'],|Capricorn|B time texter|Socially active|Occasionally|Non-smoker|All the drinks|Pet-free|In College,,10,2,-2.608743926,39.27555492,9156505643630496919,"['Capricorn', 'B time texter', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'Pet-free', 'In College']",[],993a9e17b1ebd3413b5f54923d5141a750a3604f7a69fc8ba4e50eee7da7ba00
24,Me gusta el folclore; los 70's e ir al mercadillo |Estoy aquí pq las flores a San Antonio no me funcionan |,['NotSpecified'],Also went to Universidad de Castilla-La Mancha,Julio lesias,Roberta Bandini,['NotSpecified'],|Non-smoker|Omnivore|Socially active|Occasionally|Taurus|Wine,|Museum|Art|Music|Language Exchange,8,2,-2.608743926,39.27555492,7789941065132797364,"['Non-smoker', 'Omnivore', 'Socially active', 'Occasionally', 'Taurus', 'Wine']","['Museum', 'Art', 'Music', 'Language Exchange']",993a9e17b1ebd3413b5f54923d5141a750a3604f7a69fc8ba4e50eee7da7ba00
21,Pareja busca chic@ para trío:),['NotSpecified'],,,,['Pareja'],,|Travel|Movies|Musician|Tattoos,8,2,-2.608743926,39.27555492,386532099913638880,[],"['Travel', 'Movies', 'Musician', 'Tattoos']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
24,Mi instagram es  ; apenas me meto en esto,['NotSpecified'],Also went to Universidad de Castilla-La Mancha,My Songs Know What You Did In The Dark (Lht Em Up),Fall Out Boy,['NotSpecified'],|Non-smoker|All the drinks|Masters,|Netflix|Sports|Music|Tattoos,9,2,-2.608743926,39.27555492,6737457165886262129,"['Non-smoker', 'All the drinks', 'Masters']","['Netflix', 'Sports', 'Music', 'Tattoos']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
